IndicatorID,IndicatorName,ParentCode,ParentName,AreaCode,AreaName,AreaType,Sex,Age,CategoryType,Category,Timeperiod,Value,LowerCI95.0limit,UpperCI95.0limit,LowerCI99.8limit,UpperCI99.8limit,Count,Denominator,Valuenote,RecentTrend,ComparedtoEnglandvalueorpercentiles,ComparedtoDistrict&UA(pre4/19)valueorpercentiles,TimeperiodSortable,Newdata,Comparedtogoal
93108,"Children with excess weight Year 6, three year average",E08000001,Bolton,E02001005,Bolton 022,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.1304347826087,34.7781337857429,43.6627756891782,NA,NA,180,460,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000001,Bolton,E02001006,Bolton 023,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,38.498789346247,33.9323828821085,43.2771777338703,NA,NA,159,413,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000001,Bolton,E02001007,Bolton 024,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,42.2413793103448,37.1641779805316,47.4880002530973,NA,NA,147,348,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000001,Bolton,E02001008,Bolton 025,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.9731800766284,32.9412714992528,41.1954197565095,NA,NA,193,522,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000001,Bolton,E02001009,Bolton 026,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.5771812080537,31.3117394249374,42.1842805344932,NA,NA,109,298,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000001,Bolton,E02001010,Bolton 027,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,37.8091872791519,32.3584469469932,43.5864529696077,NA,NA,107,283,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000001,Bolton,E02001011,Bolton 028,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,30.4794520547945,25.4814013349283,35.9844457933155,NA,NA,89,292,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000001,Bolton,E02001012,Bolton 029,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,38.9830508474576,34.4015388732828,43.7676191904443,NA,NA,161,413,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000001,Bolton,E02001013,Bolton 030,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.5079365079365,29.9762048356871,43.5771999602078,NA,NA,69,189,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000001,Bolton,E02001014,Bolton 031,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.4820846905537,31.295146112786,42.0031390275248,NA,NA,112,307,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000001,Bolton,E02001015,Bolton 032,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,43.2727272727273,37.5493619874388,49.1814490775712,NA,NA,119,275,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000001,Bolton,E02001016,Bolton 033,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,37.1824480369515,32.7617004236234,41.8286234207164,NA,NA,161,433,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000001,Bolton,E02001017,Bolton 034,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,35.9523809523809,31.5095522938667,40.6498489293346,NA,NA,151,420,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000001,Bolton,E02001018,Bolton 035,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,32.4324324324324,27.0240978900689,38.3542711053343,NA,NA,84,259,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001019,Bury 001,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,28.4722222222222,23.5703098602504,33.9408674409208,NA,NA,82,288,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001020,Bury 002,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,22.7722772277228,17.5290131086027,29.0318009129208,NA,NA,46,202,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001021,Bury 003,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,27.2300469483568,21.694865170765,33.5719917635405,NA,NA,58,213,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001022,Bury 004,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,41.9354838709677,35.9628578796682,48.1541337438281,NA,NA,104,248,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001023,Bury 005,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,34.7826086956522,28.6250447595793,41.4946838970237,NA,NA,72,207,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001024,Bury 006,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,29.1828793774319,23.9640720561889,35.0148416165976,NA,NA,75,257,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001025,Bury 007,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,43.1034482758621,37.5306212625188,48.8565957896506,NA,NA,125,290,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001026,Bury 008,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,41.3793103448276,37.1147688719725,45.7771580212147,NA,NA,204,493,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001027,Bury 009,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.2962962962963,30.790049515279,42.187015272981,NA,NA,98,270,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001028,Bury 010,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,20.3980099502488,15.4071229770789,26.499168510444,NA,NA,41,201,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001029,Bury 011,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.3934426229508,31.1941136934619,41.9312560943463,NA,NA,111,305,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001030,Bury 012,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,35.2601156069364,28.5312257240886,42.6293831398595,NA,NA,61,173,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001031,Bury 013,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,31.651376146789,25.8403494231227,38.0978610334444,NA,NA,69,218,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001032,Bury 014,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,35.3146853146853,30.0035262879474,41.0151125424743,NA,NA,101,286,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001033,Bury 015,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,41.3793103448276,34.8255905484914,48.2532369749885,NA,NA,84,203,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001034,Bury 016,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,38.4364820846906,33.1698045881331,43.9889694475544,NA,NA,118,307,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001035,Bury 017,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,37.1794871794872,31.241109476581,43.5320018651076,NA,NA,87,234,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001036,Bury 018,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,41.1347517730496,35.548124926426,46.9596609607974,NA,NA,116,282,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001037,Bury 019,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,25,19.2978788276498,31.7246480534795,NA,NA,46,184,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001038,Bury 020,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.9942196531792,30.1555057386512,44.3979726707149,NA,NA,64,173,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001039,Bury 021,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,35.8851674641148,31.4345897592714,40.5928159087531,NA,NA,150,418,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001040,Bury 022,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,30.1136363636364,23.8202461276011,37.2565820637274,NA,NA,53,176,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001041,Bury 023,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.9267399267399,34.2957637168149,45.8372697405682,NA,NA,109,273,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001042,Bury 024,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,25.8426966292135,19.9698055789393,32.7362491581156,NA,NA,46,178,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001043,Bury 025,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.8536585365854,33.6233896428456,48.5025998410463,NA,NA,67,164,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000002,Bury,E02001044,Bury 026,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,32.824427480916,28.3676779783266,37.6136989672215,NA,NA,129,393,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001045,Manchester 001,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,35.0267379679144,30.36639017225,39.991547691538,NA,NA,131,374,NA,NA,Similar,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001046,Manchester 002,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,38.562091503268,34.2216519301413,43.0923941651379,NA,NA,177,459,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001047,Manchester 003,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.906103286385,35.3659893674619,44.6266339043956,NA,NA,170,426,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001048,Manchester 004,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,43.7333333333333,38.8012923347083,48.7924625446263,NA,NA,164,375,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001049,Manchester 005,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,45.0471698113208,40.3769321576058,49.8063473881004,NA,NA,191,424,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001050,Manchester 006,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,42.8940568475452,38.0567302781583,47.8710676156592,NA,NA,166,387,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001051,Manchester 007,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,42.6267281105991,38.058786444292,47.3240504911638,NA,NA,185,434,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001052,Manchester 008,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.620957309185,37.213412832924,44.1212599817683,NA,NA,314,773,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001053,Manchester 009,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,44.3686006825939,40.3957185533405,48.414834009045,NA,NA,260,586,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001055,Manchester 011,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,46.3659147869674,41.5307608183656,51.2703773552234,NA,NA,185,399,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001056,Manchester 012,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,48.1152993348115,43.5394278738246,52.7230060643487,NA,NA,217,451,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001057,Manchester 013,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,42.6621160409556,37.12991094472,48.3842419061545,NA,NA,125,293,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001059,Manchester 015,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.2083333333333,35.9164543572223,44.6556941665703,NA,NA,193,480,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001061,Manchester 017,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,46.588693957115,42.3134013535921,50.9146960827355,NA,NA,239,513,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001062,Manchester 018,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.2201834862385,34.7505279864745,43.8781351113532,NA,NA,171,436,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001063,Manchester 019,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.8450704225352,34.4627674973613,47.5517419916894,NA,NA,87,213,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001064,Manchester 020,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,42.8571428571429,38.5775661063105,47.2462911743587,NA,NA,213,497,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001065,Manchester 021,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,42.3592493297587,37.4475966298494,47.4266790991592,NA,NA,158,373,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001066,Manchester 022,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,48.0243161094225,42.6797177805838,53.4145187829558,NA,NA,158,329,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001067,Manchester 023,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,44.0972222222222,40.0948885302778,48.1777679061382,NA,NA,254,576,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001068,Manchester 024,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.0651465798046,36.2624629662906,43.9913710459384,NA,NA,246,614,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001069,Manchester 025,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.4597701149425,35.9504237004077,45.1361399476471,NA,NA,176,435,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001070,Manchester 026,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.3389830508475,34.8997270089077,46.0266142608288,NA,NA,119,295,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001071,Manchester 027,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,41.6178194607268,38.3547008695238,44.9560973501589,NA,NA,355,853,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001072,Manchester 028,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,33.8461538461538,28.366866528094,39.7958322473527,NA,NA,88,260,NA,NA,Similar,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001073,Manchester 029,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,26.0714285714286,21.2776299978917,31.5129170360956,NA,NA,73,280,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001074,Manchester 030,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,38.9452332657201,34.7421371640503,43.3192749695661,NA,NA,192,493,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001075,Manchester 031,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.4179894179894,34.6218303113561,44.4270659905076,NA,NA,149,378,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001076,Manchester 032,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,35.3383458646617,27.7302263690079,43.7696389962814,NA,NA,47,133,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001077,Manchester 033,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,31.1926605504587,25.4132841163266,37.6233816016547,NA,NA,68,218,NA,NA,Similar,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001078,Manchester 034,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.3846153846154,35.7783154145694,45.1668727465249,NA,NA,168,416,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001079,Manchester 035,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,42.7215189873418,37.3869779129488,48.2308965897473,NA,NA,135,316,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001080,Manchester 036,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.5079365079365,28.6162662183326,45.1979528232505,NA,NA,46,126,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001081,Manchester 037,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,26.4248704663212,20.7080615324632,33.0618401207788,NA,NA,51,193,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001082,Manchester 038,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,25,18.3012848613586,33.1555629523169,NA,NA,32,128,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001083,Manchester 039,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,28.5714285714286,21.4091894706516,37.0016290071569,NA,NA,36,126,NA,NA,Similar,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001084,Manchester 040,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.9369369369369,30.8606697641113,43.4575974385245,NA,NA,82,222,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001085,Manchester 041,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,45.5607476635514,40.9028888174053,50.2975855178349,NA,NA,195,428,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001086,Manchester 042,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,34.5971563981043,28.505867537868,41.2392643576249,NA,NA,73,211,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001087,Manchester 043,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,19.4871794871795,14.5396329919613,25.6136928256145,NA,NA,38,195,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001088,Manchester 044,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.5913978494624,35.7219954054671,45.6531301010046,NA,NA,151,372,NA,NA,Worse,Similar,20160000,NA,NA
